domain,platform_name,stack_family,framework_raw,online_status,tld,whois_reg_date,ssl_not_before,hosting_asn,ip_country,has_privacy,telegram,qq,operator_id,operator_domains,discovery_round,verdict,signal_tier,in_discovery,in_monitor,in_enriched,observed_hosts
shen-ai-xie.ai,神爱写 AI Hub,one-api-family,new-api/one-api系,,ai,,,,,,,,shen-ai-xie.ai,1,round14,confirmed,A_api_status,Y,,,shen-ai-xie.ai
shitang359.space,元气食堂API,unlabeled,未识别,HTTP_ERROR,space,2025-11-29,,AS402075 Peekabo Networks,United States,无,,,shitang359.space,1,,,,,Y,Y,shitang359.space
shiyutv.cn,像素群岛,unlabeled,Vue,ONLINE,cn,2025-07-04,,"AS24429 Zhejiang Taobao Network Co.,Ltd",United States,有,,,shiyutv.cn,1,,,,,Y,Y,api.shiyutv.cn
shubiaobiao.com,,one-api-family,new-api/one-api系,,com,,,,,,,,shubiaobiao.com,1,round2,confirmed,A_api_status,Y,,,api.shubiaobiao.com
silkapi.com,丝绸API,unlabeled,"Cloudflare, Vue",ONLINE,com,2026-03-27,,"AS13335 Cloudflare, Inc.",Canada,有,,,silkapi.com,1,,,,,Y,Y,code.silkapi.com
skillto.ai,New API,one-api-family,new-api/one-api系,,ai,,,,,,,,skillto.ai,1,round14,confirmed,A_api_status,Y,,,skillto.ai
skyapi.org,Sky API,one-api-family,new-api/one-api系,,org,,,,,,,,skyapi.org,1,round9,confirmed,A_api_status,Y,,,api.skyapi.org;skyapi.org
smartaipro.cn,New API,one-api-family,new-api/one-api系,,cn,,,,,,,,smartaipro.cn,1,round2,confirmed,A_api_status,Y,,,fast.smartaipro.cn
soruxgpt.com,SoruxGPT,one-api-family,new-api/one-api系,,com,,,,,,,,soruxgpt.com,1,round2,confirmed,A_api_status,Y,,,ai.soruxgpt.com;api.soruxgpt.com
sourcesdata.com,,sub2api,sub2api,,com,,,,,,,,sourcesdata.com,1,round4,confirmed,C_framework+content,Y,,,sourcesdata.com
sparkcode.top,SparkCode,unlabeled,"Cloudflare, React",ONLINE,top,2025-11-17,,"AS13335 Cloudflare, Inc.",Canada,无,,,sparkcode.top,1,,,,,Y,Y,sparkcode.top
spritnest.com,Spritnest API,one-api-family,new-api/one-api系,ONLINE,com,2026-03-23,,"AS45102 Alibaba (US) Technology Co., Ltd.",Hong Kong,无,,,spritnest.com,1,round1,confirmed,A_api_status,Y,Y,Y,spritnest.com
squarefaceicon.org,Square API,one-api-family,"Cloudflare, React, NewAPI",ONLINE,org,2026-01-24,,"AS13335 Cloudflare, Inc.",Canada,无,,,squarefaceicon.org,1,,,,,Y,Y,api.squarefaceicon.org
ssgoo.net,TokenGo,unlabeled,"Nginx, Vue",ONLINE,net,2026-04-24,,AS401696 cognetcloud INC,Hong Kong,有,,,ssgoo.net,1,,,,,Y,Y,ai.ssgoo.net
ssopen.top,SSOPEN,one-api-family,new-api/one-api系,,top,,,,,,,,ssopen.top,1,round2,confirmed,A_api_status,Y,,,api.ssopen.top
sssaicode.com,SSSAICode,unlabeled,Cloudflare,ONLINE,com,2025-07-03,,"AS13335 Cloudflare, Inc.",Canada,有,,,sssaicode.com,1,,,,,Y,Y,sssaicode.com
sta1n.cn,STA1N API,one-api-family,new-api/one-api系,ONLINE,cn,2026-04-13,,"AS13335 Cloudflare, Inc.",Canada,无,,,sta1n.cn,1,round1,confirmed,A_api_status,Y,Y,Y,cdn.sta1n.cn
starveri.net,,one-api-family,new-api,,net,,,,,,,,starveri.net,1,round5,confirmed,C_framework+content,Y,,,api.starveri.net
subgate.io,Subgate,unlabeled,"Cloudflare, Vue",ONLINE,io,2026-03-02,,"AS13335 Cloudflare, Inc.",Canada,有,,,subgate.io,1,,,,,Y,Y,subgate.io
subisle.cc,西瓜狗,one-api-family,new-api/one-api系,,cc,,,,,,,,subisle.cc,1,round11,confirmed,A_api_status,Y,,,gongyi.subisle.cc
subrouter.ai,SubRouter,one-api-family,new-api/one-api系,ONLINE,ai,2026-02-04,,"AS13335 Cloudflare, Inc.",Canada,有,,,subrouter.ai,1,round16,confirmed,A_api_status,Y,Y,Y,subrouter.ai
subtoken.vip,,sub2api,sub2api,,vip,,,,,,,,subtoken.vip,1,round2,confirmed,C_framework+content,Y,,,subtoken.vip
suchuang.vip,速创API-稳定可靠的 API 中转站,one-api-family,new-api/one-api系,,vip,,,,,,,,suchuang.vip,1,round1,confirmed,A_api_status,Y,,,api.suchuang.vip
sudobug.top,SudoBug,one-api-family,new-api/one-api系,ONLINE,top,2026-05-28,,"AS45102 Alibaba (US) Technology Co., Ltd.",Singapore,无,,,sudobug.top,1,round16,confirmed,A_api_status,Y,Y,Y,sudobug.top
sui-xiang.com,SuiXiang,unlabeled,"Cloudflare, Vue",ONLINE,com,2026-05-11,,AS54600 PEG TECH INC,China,有,,,sui-xiang.com,1,,,,,Y,Y,sui-xiang.com
sunskii.com,Sunskii,unlabeled,Vue,ONLINE,com,2026-04-12,,AS58087 Florian Kolb,Germany,有,,753378823,sunskii.com,1,,,,,Y,Y,api.sunskii.com
sunyears.com,光年AI,one-api-family,new-api/one-api系,,com,,,,,,,,sunyears.com,1,round9,confirmed,A_api_status,Y,,,api.sunyears.com
superapi.buzz,SuperAPI,one-api-family,new-api/one-api系,CLOUDFLARE_OR_BLOCKED,buzz,2026-04-09,,"AS13335 Cloudflare, Inc.",Canada,有,,,superapi.buzz,1,round16,confirmed,A_api_status,Y,Y,Y,superapi.buzz
supermemory.ai,,one-api-family,one-api,,ai,,,,,,,,supermemory.ai,1,round17,confirmed,C_framework+content,Y,,,supermemory.ai
switchbase.vip,SwitchBase,one-api-family,new-api/one-api系,ONLINE,vip,2026-03-18,,AS979 NetLab Global,United States,无,,,switchbase.vip,1,round16,confirmed,A_api_status,Y,Y,Y,switchbase.vip
sychatplus.cc,SY API,one-api-family,new-api/one-api系,,cc,,,,,,,,sychatplus.cc,1,round2,confirmed,A_api_status,Y,,,api.sychatplus.cc
tallius.ai,tallius.ai,one-api-family,new-api/one-api系,ONLINE,ai,2026-02-05,,"AS13335 Cloudflare, Inc.",Canada,有,,,tallius.ai,1,round16,confirmed,A_api_status,Y,Y,Y,api.tallius.ai
taluna.ai,Taluna,one-api-family,new-api/one-api系,,ai,,,,,,,,taluna.ai,1,round14,confirmed,A_api_status,Y,,,taluna.ai
tcdmx.com,TCDMX,unlabeled,,TIMEOUT,com,2026-05-02,,AS138995 Antbox Networks Limited,Hong Kong,有,,,tcdmx.com,1,,,,,Y,Y,tcdmx.com
teamolab.com,,one-api-family,one-api,,com,,,,,,,,teamolab.com,1,round8,confirmed,C_framework+content,Y,,,router.teamolab.com
teamorouter.com,,one-api-family,one-api,,com,,,,,,,,teamorouter.com,1,round2,confirmed,C_framework+content,Y,,,api.teamorouter.com;teamorouter.com
telenow.ai,,one-api-family,one-api,,ai,,,,,,,,telenow.ai,1,round14,confirmed,C_framework+content,Y,,,telenow.ai
tencentcloudmaas.com,,openai-compatible-unknown,openai_compatible_unknown,,com,,,,,,,,tencentcloudmaas.com,1,round17,confirmed,B_v1_models,Y,,,tokenhub-intl.tencentcloudmaas.com;tokenhub.tencentcloudmaas.com
terminal.pub,Terminal.Pub,unlabeled,Cloudflare,ONLINE,pub,,,"AS13335 Cloudflare, Inc.",Canada,无,,,terminal.pub,1,,,,,Y,Y,terminal.pub
tetrate.ai,,openai-compatible-unknown,openai_compatible_unknown,,ai,,,,,,,,tetrate.ai,1,round17,confirmed,B_v1_models,Y,,,api.router.tetrate.ai
therouter.ai,,one-api-family,one-api,,ai,,,,,,,,therouter.ai,1,round2,confirmed,C_framework+content,Y,,,therouter.ai
thestocklist.site,Flux API,one-api-family,new-api/one-api系,ONLINE,site,2025-12-28,,"AS140227 Hong Kong Communications International Co., Limited",Hong Kong,无,,,thestocklist.site,1,round16,confirmed,A_api_status,Y,Y,Y,thestocklist.site
thousandengine.com,千算引擎,one-api-family,new-api/one-api系,,com,,,,,,,,thousandengine.com,1,round7,confirmed,A_api_status,Y,,,thousandengine.com
threadzy.ai,,one-api-family,one-api,,ai,,,,,,,,threadzy.ai,1,round14,confirmed,C_framework+content,Y,,,threadzy.ai
tian-shu.org,天枢,one-api-family,new-api/one-api系,,org,,,,,,,,tian-shu.org,1,round16,confirmed,A_api_status,Y,,,tian-shu.org
tiantianai.pro,TianTian API,one-api-family,new-api/one-api系,,pro,,,,,,,,tiantianai.pro,1,round2,confirmed,A_api_status,Y,,,tiantianai.pro
tieapi.com,TieAPI,one-api-family,new-api/one-api系,ONLINE,com,2026-06-09,,"AS13335 Cloudflare, Inc.",Canada,无,,,tieapi.com,1,round16,confirmed,A_api_status,Y,Y,Y,tieapi.com
timebackward.com,fast-code,one-api-family,new-api/one-api系,ONLINE,com,2025-09-15,,AS16276 OVH SAS,United States,无,,,timebackward.com,1,round16,confirmed,A_api_status,Y,Y,Y,api.timebackward.com
timesniper.club,一元模型,unlabeled,,DNS_FAIL,club,2024-04-18,,,,无,,,timesniper.club,1,,,,,Y,Y,timesniper.club
timicc.com,TimiCC,unlabeled,"Cloudflare, Vue",ONLINE,com,2026-01-06,,"AS13335 Cloudflare, Inc.",Canada,有,,1078510185,timicc.com,1,,,,,Y,Y,timicc.com
timyai.com,Timy AI,unlabeled,,DNS_FAIL,com,2026-04-26,,,,无,,,timyai.com,1,,,,,Y,Y,timyai.com
tmlab.store,Z-API,one-api-family,new-api/one-api系,ONLINE,store,,,"AS16509 Amazon.com, Inc.",Hong Kong,无,,,tmlab.store,1,round16,confirmed,A_api_status,Y,Y,Y,api.tmlab.store
tocodex.com,ToCodex,one-api-family,new-api/one-api系,ONLINE,com,2026-03-26,,"AS13335 Cloudflare, Inc.",Canada,有,,,tocodex.com,1,round16,confirmed,A_api_status,Y,Y,Y,user.tocodex.com
tokaify.com,Tokaify,unlabeled,React,ONLINE,com,2026-04-03,,AS4811 China Telecom (Group),China,无,,,tokaify.com,1,,,,,Y,Y,tokaify.com
tokendodo.ai,TokenDoDo,one-api-family,new-api/one-api系,,ai,,,,,,,,tokendodo.ai,1,round14,confirmed,A_api_status,Y,,,tokendodo.ai
tokeness.cn,Tokeness,one-api-family,new-api/one-api系,ONLINE,cn,2026-05-20,,"AS13335 Cloudflare, Inc.",Canada,有,,,tokeness.cn,1,round16,confirmed,A_api_status,Y,Y,Y,tokeness.cn
tokeneum.ai,TokenEum,one-api-family,new-api/one-api系,,ai,,,,,,,,tokeneum.ai,1,round15,confirmed,A_api_status,Y,,,tokeneum.ai
tokenflux.dev,词元流动,unlabeled,"Cloudflare, Vue",ONLINE,dev,,,"AS13335 Cloudflare, Inc.",Canada,有,t.me/+OjE,,tokenflux.dev,1,,,,,Y,Y,tokenflux.dev
tokenget.ai,TokenGet,one-api-family,new-api/one-api系,,ai,,,,,,,,tokenget.ai,1,round14,confirmed,A_api_status,Y,,,tokenget.ai
tokenlb.net,tokenlb,one-api-family,new-api/one-api系,,net,,,,,,,,tokenlb.net,1,round13,confirmed,A_api_status,Y,,,tokenlb.net
tokenmix.ai,TokenMix,one-api-family,one-api,ONLINE,ai,2026-03-10,,"AS13335 Cloudflare, Inc.",Canada,有,t.me/tokenmixai,,tokenmix.ai,1,round16,confirmed,C_framework+content,Y,Y,Y,tokenmix.ai
tokenonly.ai,tokenonly,unlabeled,,ONLINE,ai,2026-04-08,,"AS132203 Tencent Building, Kejizhongyi Avenue",Hong Kong,有,,,tokenonly.ai,1,,,,,Y,Y,tokenonly.ai
tokenopen.ai,TOKENOPEN,one-api-family,new-api/one-api系,,ai,,,,,,,,tokenopen.ai,1,round14,confirmed,A_api_status,Y,,,tokenopen.ai
tokenrouter.com,TokenRouter,one-api-family,new-api/one-api系,,com,,,,,,,,tokenrouter.com,1,round5,confirmed,A_api_status,Y,,,api.tokenrouter.com;tokenrouter.com
tokenshen.top,tokenShen    联系客服加群,one-api-family,new-api/one-api系,,top,,,,,,,,tokenshen.top,1,round10,confirmed,A_api_status,Y,,,api.tokenshen.top
tokenvalley.ai,TokenValley,one-api-family,new-api/one-api系,,ai,,,,,,,,tokenvalley.ai,1,round14,confirmed,A_api_status,Y,,,tokenvalley.ai
toknex.ai,Toknex,unlabeled,"Cloudflare, Vue",ONLINE,ai,2026-05-16,,"AS13335 Cloudflare, Inc.",Canada,有,,,toknex.ai,1,,,,,Y,Y,toknex.ai
tongapi.com,通API,one-api-family,new-api/one-api系,ONLINE,com,2026-05-06,,"AS13335 Cloudflare, Inc.",Canada,无,,,tongapi.com,1,round16,confirmed,A_api_status,Y,Y,Y,tongapi.com
toolcode.top,ToolCode,unlabeled,"Cloudflare, Vue",ONLINE,top,2026-06-01,,"AS13335 Cloudflare, Inc.",Canada,有,,77430203,toolcode.top,1,,,,,Y,Y,toolcode.top
torchai.ai,Torch  AI,one-api-family,new-api/one-api系,,ai,,,,,,,,torchai.ai,1,round13,confirmed,A_api_status,Y,,,torchai.ai
tracup.com,蒲云 AI,one-api-family,new-api/one-api系,,com,,,,,,,,tracup.com,1,round11,confirmed,A_api_status,Y,,,ai.tracup.com
traxnode.com,Traxnode,one-api-family,new-api/one-api系,ONLINE,com,2026-01-30,,"AS13335 Cloudflare, Inc.",Canada,无,,,traxnode.com,1,round16,confirmed,A_api_status,Y,Y,Y,traxnode.com;www.traxnode.com
treerouter.com,TreeRouter,one-api-family,new-api/one-api系,,com,,,,,,,,treerouter.com,1,round6,confirmed,A_api_status,Y,,,treerouter.com
trendsetting-ai.com,Ootvia API,one-api-family,new-api/one-api系,,com,,,,,,,,trendsetting-ai.com,1,round2,confirmed,A_api_status,Y,,,coding.trendsetting-ai.com
trumpapi.ai,Trump API (川普API),one-api-family,new-api/one-api系,,ai,,,,,,,,trumpapi.ai,1,round14,confirmed,A_api_status,Y,,,trumpapi.ai
trustedrouter.com,Status | TrustedRouter,openai-compatible-unknown,openai_compatible_unknown,,com,,,,,,,,trustedrouter.com,1,round17,confirmed,B_v1_models,Y,,,eu.trustedrouter.com;status.trustedrouter.com;trustedrouter.com;www.trustedrouter.com
tryallai.com,TryAllAI,unlabeled,Cloudflare,CLOUDFLARE_OR_BLOCKED,com,2025-06-08,,"AS13335 Cloudflare, Inc.",United States,无,,,tryallai.com,1,,,,,Y,Y,api.tryallai.com
tsbys.com,北洋API-AI大模型统一聚合网站：免魔法模型(claude、gpt、gemini)，国内大模型，超低价折扣,one-api-family,new-api/one-api系,,com,,,,,,,,tsbys.com,1,round7,confirmed,A_api_status,Y,,,api.tsbys.com
ttop5.cc,,one-api-family,new-api,,cc,,,,,,,,ttop5.cc,1,round2,confirmed,C_framework+content,Y,,,apirank.ttop5.cc
tu-zi.com,兔子API,one-api-family,new-api/one-api系,ONLINE,com,2024-07-01,,AS25820 IT7 Networks Inc,United States,有,,,tu-zi.com,1,round16,confirmed,A_api_status,Y,Y,Y,api.tu-zi.com
twentytwohundred.ai,,one-api-family,one-api,,ai,,,,,,,,twentytwohundred.ai,1,round14,confirmed,C_framework+content,Y,,,twentytwohundred.ai
twgom.com,token搬运工,one-api-family,new-api/one-api系,,com,,,,,,,,twgom.com,1,round4,confirmed,A_api_status,Y,,,api.twgom.com
ugf.cc,,sub2api,sub2api,,cc,,,,,,,,ugf.cc,1,round10,confirmed,C_framework+content,Y,,,ai.ugf.cc
uglycat.cc,uglycat,one-api-family,new-api/one-api系,SERVICE_STOPPED,cc,2025-03-28,,"AS13335 Cloudflare, Inc.",Canada,无,,,uglycat.cc,1,round1,confirmed,A_api_status,Y,Y,Y,api.uglycat.cc
uibeai.com,dashboard.uibeai.com,unlabeled,"Cloudflare, Vue",ONLINE,com,2026-04-24,,"AS13335 Cloudflare, Inc.",Canada,有,,,uibeai.com,1,,,,,Y,Y,dashboard.uibeai.com
uiuiapi.com,UiUi API聚合,one-api-family,new-api/one-api系,,com,,,,,,,,uiuiapi.com,1,round9,confirmed,A_api_status,Y,,,api1.uiuiapi.com;sg.uiuiapi.com
undyingapi.com,Undy API,one-api-family,new-api/one-api系,,com,,,,,,,,undyingapi.com,1,round1,confirmed,A_api_status,Y,,,vip.undyingapi.com
uniapi.ai,UniAPI,one-api-family,new-api/one-api系,,ai,,,,,,,,uniapi.ai,1,round10,confirmed,A_api_status,Y,,,api.uniapi.ai;uniapi.ai
uniprep.world,Apex,one-api-family,new-api/one-api系,ONLINE,world,,,AS979 NetLab Global,United States,无,,,uniprep.world,1,round16,confirmed,A_api_status,Y,Y,Y,api.uniprep.world
unity2.ai,unity2,unlabeled,"Cloudflare, Vue",ONLINE,ai,2026-03-14,,"AS13335 Cloudflare, Inc.",Canada,有,,1093411622,unity2.ai,1,,,,,Y,Y,unity2.ai
unorouter.ai,Uno Router,one-api-family,new-api/one-api系,,ai,,,,,,,,unorouter.ai,1,round9,confirmed,A_api_status,Y,,,api.unorouter.ai;unorouter.ai
uocode.com,𝓤𝓸𝓒𝓸𝓭𝓮,one-api-family,new-api/one-api系,ONLINE,com,2026-04-25,,"AS13335 Cloudflare, Inc.",Canada,有,,,uocode.com,1,round10,confirmed,A_api_status,Y,Y,Y,uocode.com;www.uocode.com
usclaude.us,Flux AI,one-api-family,voapi,ONLINE,us,2026-05-11,,AS8796 FASTNET DATA INC,United States,有,,,usclaude.us,1,round16,confirmed,C_framework+content,Y,Y,Y,us.usclaude.us
uu6.top,转转AI,one-api-family,new-api/one-api系,,top,,,,,,,,uu6.top,1,round4,confirmed,A_api_status,Y,,,api.uu6.top
uuapi.net,UU API,unlabeled,"Cloudflare, Vue",ONLINE,net,2026-04-03,,"AS13335 Cloudflare, Inc.",Canada,有,,,uuapi.net,1,,,,,Y,Y,uuapi.net
uucode.org,,one-api-family,new-api,,org,,,,,,,,uucode.org,1,round1,confirmed,C_framework+content,Y,,,www.uucode.org
uuroute.ai,,one-api-family,one-api,,ai,,,,,,,,uuroute.ai,1,round14,confirmed,C_framework+content,Y,,,uuroute.ai
vbcode.io,VBCode.io,one-api-family,new-api/one-api系,,io,,,,,,,,vbcode.io,1,round17,confirmed,A_api_status,Y,,,api.vbcode.io;hk.vbcode.io;vbcode.io;www.vbcode.io
vectorengine.ai,向量引擎,one-api-family,new-api/one-api系,ONLINE,ai,2025-09-11,,AS16276 OVH SAS,United States,无,,,vectorengine.ai,1,round1,confirmed,A_api_status,Y,Y,Y,api.vectorengine.ai;vectorengine.ai
velokey.ai,,one-api-family,one-api,,ai,,,,,,,,velokey.ai,1,round14,confirmed,C_framework+content,Y,,,velokey.ai
venlacy.com,Lanln,one-api-family,new-api/one-api系,,com,,,,,,,,venlacy.com,1,round2,confirmed,A_api_status,Y,,,ai.venlacy.com;venlacy.com
vera-hub.ai,VeraHub,one-api-family,new-api/one-api系,,ai,,,,,,,,vera-hub.ai,1,round14,confirmed,A_api_status,Y,,,vera-hub.ai
vibecodingapi.ai,lionCC狮子API,one-api-family,new-api/one-api系,,ai,,,,,,,,vibecodingapi.ai,1,round1,confirmed,A_api_status,Y,,,vibecodingapi.ai
visionati.com,,one-api-family,one-api,,com,,,,,,,,visionati.com,1,round8,confirmed,C_framework+content,Y,,,visionati.com
vllm.ai,,one-api-family,new-api,,ai,,,,,,,,vllm.ai,1,round5,confirmed,C_framework+content,Y,,,docs.vllm.ai
voltapi.ai,,sub2api,sub2api,,ai,,,,,,,,voltapi.ai,1,round16,confirmed,C_framework+content,Y,,,voltapi.ai
vpszdm.com,,sub2api,sub2api,,com,,,,,,,,vpszdm.com,1,round5,confirmed,C_framework+content,Y,,,vpszdm.com
vsllm.com,维云模型开放平台,one-api-family,new-api/one-api系,,com,,,,,,,,vsllm.com,1,round4,confirmed,A_api_status,Y,,,vsllm.com
vvcode.top,VVCode,one-api-family,new-api/one-api系,,top,,,,,,,,vvcode.top,1,round1,confirmed,A_api_status,Y,,,vvcode.top
wangmin.xyz,WM,one-api-family,new-api/one-api系,,xyz,,,,,,,,wangmin.xyz,1,round4,confirmed,A_api_status,Y,,,conv.wangmin.xyz
wangxiangai.org,万象,unlabeled,,TIMEOUT,org,2026-05-07,,"AS13335 Cloudflare, Inc.",Canada,无,,,wangxiangai.org,1,,,,,Y,Y,wangxiangai.org
wasdxx.xyz,蓝天 API,one-api-family,new-api/one-api系,,xyz,,,,,,,,wasdxx.xyz,1,round5,confirmed,A_api_status,Y,,,www.wasdxx.xyz
web3router.ai,Web3Router,one-api-family,new-api/one-api系,,ai,,,,,,,,web3router.ai,1,round14,confirmed,A_api_status,Y,,,web3router.ai
webchannel.ai,WebChannel,one-api-family,new-api/one-api系,,ai,,,,,,,,webchannel.ai,1,round14,confirmed,A_api_status,Y,,,webchannel.ai
wellapi.ai,WellAPI,one-api-family,new-api/one-api系,,ai,,,,,,,,wellapi.ai,1,round11,confirmed,A_api_status,Y,,,wellapi.ai
wenwen-ai.com,问问Code,one-api-family,new-api/one-api系,,com,,,,,,,,wenwen-ai.com,1,round2,confirmed,A_api_status,Y,,,code.wenwen-ai.com;key.wenwen-ai.com
whatai.cc,神马中转API,one-api-family,new-api/one-api系,ONLINE,cc,2024-08-09,,AS46844 Sharktech,United States,无,,,whatai.cc,1,round1,confirmed,A_api_status,Y,Y,Y,api.whatai.cc
whlemon.cn,橙芯算力,unlabeled,"Cloudflare, Vue",ONLINE,cn,2026-03-15,,"AS13335 Cloudflare, Inc.",Canada,有,t.me/+8UMrLUJQrogzZDE1,,whlemon.cn,1,,,,,Y,Y,api.whlemon.cn
whyyapi.com,WhyymCode,one-api-family,new-api/one-api系,,com,,,,,,,,whyyapi.com,1,round5,confirmed,A_api_status,Y,,,whyyapi.com
willapi.one,New API,one-api-family,new-api/one-api系,,one,,,,,,,,willapi.one,1,round5,confirmed,A_api_status,Y,,,willapi.one
wkapi.club,悟空API,one-api-family,new-api/one-api系,,club,,,,,,,,wkapi.club,1,round16,confirmed,A_api_status,Y,,,wkapi.club
wochirou.com,Chirou API,one-api-family,new-api/one-api系,,com,,,,,,,,wochirou.com,1,round9,confirmed,A_api_status,Y,,,api.wochirou.com;wochirou.com
wolfai.top,WolfAI - 全球AI聚合平台,one-api-family,new-api/one-api系,,top,,,,,,,,wolfai.top,1,round2,confirmed,A_api_status,Y,,,wolfai.top
worldbase.ai,WorldBase.ai,unlabeled,Cloudflare,ONLINE,ai,2025-08-12,,"AS13335 Cloudflare, Inc.",Canada,无,,,worldbase.ai,1,,,,,Y,Y,worldbase.ai
worldrouter.ai,,one-api-family,one-api,,ai,,,,,,,,worldrouter.ai,1,round2,confirmed,C_framework+content,Y,,,worldrouter.ai
wushuangai.com,New API,one-api-family,new-api/one-api系,,com,,,,,,,,wushuangai.com,1,round9,confirmed,A_api_status,Y,,,www.wushuangai.com
xaix.me,xAIx,one-api-family,new-api/one-api系,ONLINE,me,2026-03-19,,"AS37963 Hangzhou Alibaba Advertising Co.,Ltd.",China,无,,,xaix.me,1,round16,confirmed,A_api_status,Y,Y,Y,api.xaix.me
xb1520.com,小白中转站,unlabeled,"Cloudflare, Vue",ONLINE,com,2025-05-15,,"AS13335 Cloudflare, Inc.",Canada,有,,1404928196,xb1520.com,1,,,,,Y,Y,xb1520.com
xbhuiz.com,XMAPI,unlabeled,,ONLINE,com,2026-04-03,,AS8796 FASTNET DATA INC,United States,有,,77178950,xbhuiz.com,1,,,,,Y,Y,xbhuiz.com
xcode.best,Xcode,unlabeled,"Cloudflare, React",ONLINE,best,2026-01-29,,"AS13335 Cloudflare, Inc.",Canada,有,,,xcode.best,1,,,,,Y,Y,xcode.best
xeduapi.com,聚合api服务,one-api-family,new-api/one-api系,,com,,,,,,,,xeduapi.com,1,round1,confirmed,A_api_status,Y,,,api.xeduapi.com;fast.xeduapi.com;xeduapi.com
xem8k5.top,xem API,one-api-family,new-api/one-api系,CLOUDFLARE_OR_BLOCKED,top,2022-03-27,,"AS13335 Cloudflare, Inc.",Canada,无,,,xem8k5.top,1,round16,confirmed,A_api_status,Y,Y,Y,ai.xem8k5.top
xfyun.cn,,one-api-family,one-api,,cn,,,,,,,,xfyun.cn,1,round6,confirmed,C_framework+content,Y,,,www.xfyun.cn
xi-ai.cn,Xi-Api,one-api-family,new-api/one-api系,,cn,,,,,,,,xi-ai.cn,1,round2,confirmed,A_api_status,Y,,,api.xi-ai.cn
xiaoruiapi.cc,小瑞API,unlabeled,Nginx,ONLINE,cc,2026-03-31,,AS45090 Shenzhen Tencent Computer Systems Company Limited,China,有,,,xiaoruiapi.cc,1,,,,,Y,Y,xiaoruiapi.cc
xiaoyo.cn,XiaoYo,one-api-family,new-api/one-api系,,cn,,,,,,,,xiaoyo.cn,1,round6,confirmed,A_api_status,Y,,,www.xiaoyo.cn
xinggangai.com,星港Ai,one-api-family,new-api/one-api系,ONLINE,com,2026-04-06,,"AS45102 Alibaba (US) Technology Co., Ltd.",Hong Kong,无,,,xinggangai.com,1,round1,confirmed,A_api_status,Y,Y,Y,xinggangai.com
xinglianapi.com,星链引擎API,one-api-family,new-api/one-api系,,com,,,,,,,,xinglianapi.com,1,round1,confirmed,A_api_status,Y,,,xinglianapi.com
xinyuanai666.com,鑫源API,one-api-family,new-api/one-api系,,com,,,,,,,,xinyuanai666.com,1,round1,confirmed,A_api_status,Y,,,xinyuanai666.com
xlyun.pro,小流云,one-api-family,"Cloudflare, React, NewAPI",ONLINE,pro,,,"AS13335 Cloudflare, Inc.",Canada,无,,,xlyun.pro,1,,,,,Y,Y,ai.xlyun.pro
xn--15q04w3tg4kio0a.com,已被BOTCF.COM收购😭,one-api-family,new-api/one-api系,,com,,,,,,,,xn--15q04w3tg4kio0a.com,1,round4,confirmed,A_api_status,Y,,,xn--15q04w3tg4kio0a.com
xpoz.ai,,one-api-family,one-api,,ai,,,,,,,,xpoz.ai,1,round4,confirmed,C_framework+content,Y,,,xpoz.ai
xt-url.com,小天公益站,one-api-family,new-api/one-api系,,com,,,,,,,,xt-url.com,1,round1,confirmed,A_api_status,Y,,,new-api.xt-url.com
xtoken.xin,Xtoken,one-api-family,new-api/one-api系,ONLINE,xin,2026-04-10,,AS16276 OVH SAS,United States,无,,,xtoken.xin,1,round1,confirmed,A_api_status,Y,Y,Y,xtoken.xin
xty.app,AiCore API,one-api-family,new-api/one-api系,,app,,,,,,,,xty.app,1,round2,confirmed,A_api_status,Y,,,api.xty.app;hk.xty.app;oneapi.xty.app;svip.xty.app
xunhupay.com,,one-api-family,new-api,,com,,,,,,,,xunhupay.com,1,round14,confirmed,C_framework+content,Y,,,api.xunhupay.com;www.xunhupay.com;xunhupay.com
xunhuweb.com,,one-api-family,new-api,,com,,,,,,,,xunhuweb.com,1,round14,confirmed,C_framework+content,Y,,,pay.xunhuweb.com
xybbz.xyz,,sub2api,sub2api,,xyz,,,,,,,,xybbz.xyz,1,round1,confirmed,C_framework+content,Y,,,sub2api.xybbz.xyz
xyc.ai,XycAi Inc,one-api-family,new-api/one-api系,ONLINE,ai,2025-01-25,,AS139341 ACE,Singapore,无,,,xyc.ai,1,round15,confirmed,A_api_status,Y,Y,Y,apicdn.xyc.ai;xyc.ai
ycyapi.cn,YCY API,one-api-family,new-api/one-api系,,cn,,,,,,,,ycyapi.cn,1,round1,confirmed,A_api_status,Y,,,ycyapi.cn
yes.vg,YesCode,unlabeled,"Cloudflare, React",ONLINE,vg,2024-05-07,,"AS13335 Cloudflare, Inc.",Canada,有,,,yes.vg,1,,,,,Y,Y,co.yes.vg
yibuapi.com,一步API,one-api-family,new-api/one-api系,,com,,,,,,,,yibuapi.com,1,round7,confirmed,A_api_status,Y,,,yibuapi.com
yijiarj.cn,yijia API,one-api-family,new-api/one-api系,,cn,,,,,,,,yijiarj.cn,1,round17,confirmed,A_api_status,Y,,,ai.yijiarj.cn
yikoulian.cc,怡口莲Api,one-api-family,new-api/one-api系,,cc,,,,,,,,yikoulian.cc,1,round7,confirmed,A_api_status,Y,,,yikoulian.cc
