domain,stack_family,site_role,hosting_type,maturity_tier,health,birth_year,dedicated_cert,operator_id,operator_domains,multi_brand_operator,template_family,payment_methods,has_faka,trust_claims
uiuiapi.com,one-api-family,relay,cdn_fronted,established,https_alive,2023,Y,uiuiapi.com,1,,,,,stability
undyingapi.com,one-api-family,relay,direct_origin,growing_2025,https_alive,2025,Y,undyingapi.com,1,,,,,
uniapi.ai,one-api-family,relay,cdn_fronted,established,https_alive,2024,Y,uniapi.ai,1,,,,,
uniprep.world,one-api-family,relay,cdn_fronted,new_2026,ONLINE,2026,Y,uniprep.world,1,,,,,
unity2.ai,unlabeled,unidentified,cdn_fronted,new_2026,ONLINE,2026,Y,unity2.ai,1,,,epay,,
unorouter.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,unorouter.ai,1,,,,,
uocode.com,one-api-family,relay,cdn_fronted,new_2026,ONLINE,2026,Y,uocode.com,1,,,,,
usclaude.us,one-api-family,relay,direct_origin,new_2026,ONLINE,2026,Y,usclaude.us,1,,,,,
uu6.top,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,uu6.top,1,,,,,
uuapi.net,unlabeled,unidentified,cdn_fronted,new_2026,ONLINE,2026,Y,uuapi.net,1,,,,Y,stability|refund
uucode.org,one-api-family,relay,direct_origin,growing_2025,https_alive,2025,Y,uucode.org,1,,aiyahmm.com,alipay|wechat_pay|stripe|epay,,no_log|privacy_first|no_dilution|stability|refund
uuroute.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,uuroute.ai,1,,,,,stability
vantapi.com,openai-compatible-unknown,unidentified,cdn_fronted,new_2026,https_alive,2026,Y,vantapi.com,1,,,,,stability|refund
vbcode.io,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,monking.ai,2,Y,aiyahmm.com,,,
vectorengine.ai,one-api-family,relay,cdn_fronted,growing_2025,ONLINE,2025,Y,vectorengine.ai,1,,,,,stability
velahub.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,velahub.ai,1,,,alipay|wechat_pay|epay,,no_log|stability
velokey.ai,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,velokey.ai,1,,,alipay|wechat_pay|stripe|usdt_crypto,,no_log|privacy_first|no_dilution|stability|refund
veloraapi.com,sub2api,conversion_layer,cdn_fronted,new_2026,https_alive,2026,Y,veloraapi.com,1,,,,Y,
venlacy.com,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,venlacy.com,1,,,,,
vera-hub.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,vera-hub.ai,1,,,,,
vibecodingapi.ai,one-api-family,relay,direct_origin,growing_2025,https_alive,2025,Y,vibecodingapi.ai,1,,,,,
visionati.com,one-api-family,relay,cdn_fronted,established,https_alive,2006,Y,visionati.com,1,,,stripe|epay,,
vllm.ai,one-api-family,relay,cdn_fronted,established,https_alive,2023,Y,vllm.ai,1,,,,,
voltapi.ai,sub2api,conversion_layer,cdn_fronted,new_2026,https_alive,2026,Y,claude-api.org,2,,,,,privacy_first|no_dilution|stability|refund
voyageage.com,sub2api,conversion_layer,cdn_fronted,new_2026,https_alive,2026,Y,voyageage.com,1,,guardentry.ai,,,
vpszdm.com,sub2api,conversion_layer,direct_origin,new_2026,https_alive,2026,Y,vpszdm.com,1,,,,,no_dilution|stability|refund
vsllm.com,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,vsllm.com,1,,,,,stability
vvcode.top,one-api-family,relay,direct_origin,growing_2025,https_alive,2025,Y,vvcode.top,1,,,,,
vveai.com,one-api-family,relay,direct_origin,established,https_alive,2024,Y,gpt.ge,2,,gpt.ge,,,no_dilution|stability
wagbrio.com,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,wagbrio.com,1,,,,,
wangmin.xyz,one-api-family,relay,direct_origin,new_2026,unknown,2026,,wangmin.xyz,1,,,,,
wangxiangai.org,unlabeled,unidentified,cdn_fronted,new_2026,TIMEOUT,2026,Y,wangxiangai.org,1,,,,,
wasdxx.xyz,one-api-family,relay,direct_origin,growing_2025,https_alive,2025,Y,buzz7.top,4,Y,buzzai.cc,,,
web3router.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,web3router.ai,1,,,,,
webchannel.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,webchannel.ai,1,,,,,
weimeta.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,weimeta.ai,1,,,,,
weimeta.cn,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,weimeta.cn,1,,,,,
weisoft.chat,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,fastgpt.cn,3,,fastgpt.cn,alipay|wechat_pay,,no_log
wellapi.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,wellapi.ai,1,,,,,stability
wenwen-ai.com,one-api-family,relay,cdn_fronted,established,https_alive,2023,Y,wenwen-ai.com,1,,,,,
wetoken.one,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,wetoken.one,1,,,,,privacy_first|no_dilution|stability|refund
whatai.cc,one-api-family,relay,direct_origin,established,ONLINE,2024,Y,ablai.top,6,Y,ablai.top,,,no_dilution
whlemon.cn,unlabeled,unidentified,cdn_fronted,new_2026,ONLINE,2026,Y,whlemon.cn,1,,,,,stability
whyyapi.com,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,whyyapi.com,1,,,,,
willapi.one,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,willapi.one,1,,,,,
winrouter.ai,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,winrouter.ai,1,,,usdt_crypto,,privacy_first|stability|refund
wintoken.dev,one-api-family,relay,cdn_fronted,new_2026,ONLINE,2026,Y,cun.ai,2,,,,,
wkapi.club,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,wkapi.club,1,,,,,
wlai.vip,one-api-family,relay,direct_origin,established,https_alive,2023,Y,wlai.vip,2,,,,,stability
wochirou.com,one-api-family,relay,cdn_fronted,established,https_alive,2024,Y,wochirou.com,1,,,,,
wolfai.top,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,wolfai.top,1,,,,,
worldbase.ai,unlabeled,unidentified,cdn_fronted,growing_2025,ONLINE,2025,Y,worldbase.ai,1,,,,,
worldrouter.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,worldrouter.ai,1,,,usdt_crypto,,
wowcode.cc,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,wowcode.cc,1,,,,,stability
wox.lol,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,wox.lol,1,,,,,
wula.mom,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,wula.mom,1,,,,,
wushuangai.com,one-api-family,relay,cdn_fronted,established,unknown,2023,,wushuangai.com,1,,,,,
x-see.cn,one-api-family,relay,direct_origin,established,https_alive,2023,Y,x-see.cn,2,,,,,
xaix.me,one-api-family,relay,cdn_fronted,new_2026,ONLINE,2026,Y,xaix.me,1,,,,,
xb1520.com,unlabeled,unidentified,cdn_fronted,growing_2025,ONLINE,2025,Y,xb1520.com,1,,,,,no_log|privacy_first|stability|refund
xbhuiz.com,unlabeled,unidentified,direct_origin,new_2026,ONLINE,2026,Y,xbhuiz.com,1,,,,,stability|refund
xbingo.xin,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,xbingo.xin,1,,,,,
xcode.best,unlabeled,unidentified,cdn_fronted,new_2026,ONLINE,2026,Y,xcode.best,1,,,,,
xeduapi.com,one-api-family,relay,cdn_fronted,established,https_alive,2023,Y,xeduapi.com,1,,,,,
xem8k5.top,one-api-family,relay,cdn_fronted,established,CLOUDFLARE_OR_BLOCKED,2022,Y,xem8k5.top,1,,,,,
xezn.org,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,xezn.org,1,,,alipay,,no_dilution|stability
xfyun.cn,one-api-family,relay,direct_origin,established,https_alive,2014,Y,xfyun.cn,1,,,,,no_dilution|stability
xi-ai.cn,one-api-family,relay,cdn_fronted,established,https_alive,2023,Y,xi-ai.cn,1,,,,,
xiangjun.pw,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,xiangjun.pw,1,,,,,
xiaoclaw.com,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,xiaoclaw.com,1,,,,,
xiaojingai.com,one-api-family,relay,direct_origin,established,ONLINE,2024,Y,x-see.cn,2,,,,,
xiaoruiapi.cc,unlabeled,unidentified,cdn_fronted,new_2026,ONLINE,2026,,xiaoruiapi.cc,1,,,,,
xiaoyo.cn,one-api-family,relay,direct_origin,established,https_alive,2023,Y,xiaoyo.cn,1,,,,,
xiaoyue9527.xyz,openai-compatible-unknown,unidentified,direct_origin,established,https_alive,2018,Y,xiaoyue9527.xyz,1,,,,,
xinggangai.com,one-api-family,relay,cdn_fronted,new_2026,ONLINE,2026,Y,xinggangai.com,1,,,,,
xinglianapi.com,one-api-family,relay,direct_origin,growing_2025,https_alive,2025,Y,xinglianapi.com,1,,,,,
xinyuanai666.com,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,xinyuanai666.com,1,,,,,stability
xinyun.ai,one-api-family,relay,direct_origin,growing_2025,https_alive,2025,Y,xinyun.ai,1,,,,,
xlyun.pro,one-api-family,relay,cdn_fronted,new_2026,ONLINE,2026,Y,xlyun.pro,1,,,,,
xmapi.com.cn,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,xmapi.com.cn,1,,,,,
xn--15q04w3tg4kio0a.com,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,xn--15q04w3tg4kio0a.com,1,,,,,
xpluse.plus,one-api-family,relay,cdn_fronted,new_2026,CLOUDFLARE_OR_BLOCKED,2026,Y,ai-szzx.online,2,,,usdt_crypto,,no_log|stability|refund
xpoz.ai,one-api-family,relay,cdn_fronted,established,https_alive,2023,Y,xpoz.ai,1,,,,,stability
xt-url.com,one-api-family,relay,direct_origin,established,https_alive,2023,Y,xt-url.com,1,,,,,
xtoken.xin,one-api-family,relay,cdn_fronted,new_2026,ONLINE,2026,Y,xtoken.xin,1,,,,,stability
xty.app,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,xty.app,1,,,,,
xuanduai.com,openai-compatible-unknown,unidentified,cdn_fronted,new_2026,https_alive,2026,Y,xuanduai.com,1,,,,,no_dilution|stability
xunhupay.com,one-api-family,relay,direct_origin,established,https_alive,2017,Y,xunhupay.com,1,,,alipay|wechat_pay|epay,,stability
xunhuweb.com,one-api-family,relay,cdn_fronted,established,unknown,2014,,xunhuweb.com,1,,,alipay|wechat_pay|epay,,stability
xwrip.top,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,xwrip.top,1,,,,,
xxxxtoken.com,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,xxxxtoken.com,1,,,,,
xy-chat.xyz,sub2api,conversion_layer,cdn_fronted,growing_2025,https_alive,2025,Y,xy-chat.xyz,1,,,,,no_dilution|stability
xyapi.io,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,xyapi.io,1,,,,,
xybbz.xyz,sub2api,conversion_layer,cdn_fronted,new_2026,https_alive,2026,Y,xybbz.xyz,1,,,,,no_dilution|stability|refund
xyc.ai,one-api-family,relay,direct_origin,growing_2025,ONLINE,2025,Y,xyc.ai,1,,,,,
yansd666.com,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,yansd666.com,2,,,,,
yansd666.top,one-api-family,relay,cdn_fronted,established,https_alive,2024,Y,yansd666.com,2,,,,,
yaogod.com,openai-compatible-unknown,unidentified,cdn_fronted,new_2026,https_alive,2026,Y,tokengo.love,2,,,alipay|wechat_pay|stripe|epay,Y,no_dilution|stability|refund
ybtech.cc,one-api-family,relay,direct_origin,established,https_alive,2016,Y,kingflow.ai,3,Y,ybtech.cc,alipay|usdt_crypto,,no_dilution|stability
ycvip.net,openai-compatible-unknown,unidentified,cdn_fronted,new_2026,https_alive,2026,Y,ycvip.net,1,,,alipay|wechat_pay|stripe|epay,Y,no_dilution|stability|refund
ycvvip.net,openai-compatible-unknown,unidentified,cdn_fronted,new_2026,https_alive,2026,Y,ycvvip.net,1,,,alipay|wechat_pay|stripe|epay,Y,no_dilution|stability|refund
ycyapi.cn,one-api-family,relay,direct_origin,growing_2025,https_alive,2025,Y,ycyapi.cn,1,,,,,
yes.vg,unlabeled,unidentified,cdn_fronted,established,ONLINE,2024,Y,yes.vg,1,,,,,
yhapiplatform.com,openai-compatible-unknown,unidentified,direct_origin,new_2026,unknown,2026,,yhapiplatform.com,1,,,,,no_dilution
yibuapi.com,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,yibuapi.com,1,,,,,
yijiarj.cn,one-api-family,relay,cdn_fronted,established,https_alive,2021,Y,yijiarj.cn,1,,,,,
yikoulian.cc,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,yikoulian.cc,1,,,,,
yixia.ai,one-api-family,relay,cdn_fronted,established,https_alive,2024,Y,yixia.ai,1,,,,,
yixintoken.com,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,yixintoken.com,1,,,alipay|stripe|epay,,stability
ykh.ai,one-api-family,relay,cdn_fronted,new_2026,ONLINE,2026,Y,ykh.ai,1,,,,,
yooart.top,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,yooart.top,1,,,,,
yooyai.cc,one-api-family,relay,cdn_fronted,new_2026,ONLINE,2026,Y,yooyai.cc,1,,,,,
youkies.space,one-api-family,relay,direct_origin,growing_2025,ONLINE,2025,Y,youkies.space,1,,,,,
youqi.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,youqi.ai,1,,,stripe,,
youqi.tech,openai-compatible-unknown,unidentified,cdn_fronted,growing_2025,https_alive,2025,Y,youqi.tech,1,,,,,
yout.chat,openai-compatible-unknown,unidentified,cdn_fronted,new_2026,https_alive,2026,Y,yout.chat,1,,,,,
yuai.space,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,yuai.space,1,,,,,
yuanzhi.icu,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,yuanzhi.icu,1,,,epay,,
yuedongapi.top,unlabeled,unidentified,cdn_fronted,new_2026,TIMEOUT,2026,,yuedongapi.top,1,,,,,
yuegle.com,one-api-family,relay,direct_origin,established,https_alive,2024,Y,yuegle.com,1,,,,,
yun618.top,sub2api,conversion_layer,cdn_fronted,new_2026,https_alive,2026,Y,yun618.top,1,,,usdt_crypto|epay,,no_log|privacy_first|no_dilution|stability|refund
yundu.lat,unlabeled,unidentified,cdn_fronted,new_2026,ONLINE,2026,Y,yundu.lat,1,,,alipay,,no_log|refund
yunserver.cn,one-api-family,relay,direct_origin,established,ONLINE,2024,Y,yunserver.cn,1,,,,,
yunshuaiapi.com,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,yunshuaiapi.com,1,,,,,
yunwu.ai,one-api-family,relay,cdn_fronted,established,https_alive,2024,Y,wlai.vip,2,,,,,stability
yunzhiapi.cn,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,yunzhiapi.cn,1,,,,,privacy_first|stability
yxai.chat,openai-compatible-unknown,unidentified,direct_origin,new_2026,https_alive,2026,Y,yxai.chat,1,,,,,
yxaiapp.com,one-api-family,relay,unknown,growing_2025,ONLINE,2025,,yxaiapp.com,1,,,,,
yyc.lat,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,yyc.lat,1,,,alipay|stripe|usdt_crypto,,no_log|no_dilution|stability|refund
yysc.top,one-api-family,relay,cdn_fronted,established,https_alive,2015,Y,yysc.top,1,,,,,
zaimaai.cn,unlabeled,unidentified,unknown,established,DNS_FAIL,2023,,zaimaai.cn,1,,,,,
zaiwen.top,one-api-family,relay,cdn_fronted,established,https_alive,2023,Y,zaiwen.top,1,,,,,
zc-s.org.cn,one-api-family,relay,direct_origin,growing_2025,unknown,2025,,bdshmmkj3.cn,5,,bdshmmkj3.cn,,,
zen-ai.top,one-api-family,relay,cdn_fronted,established,https_alive,2023,Y,zen-ai.top,1,,,,,
zernio.com,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,zernio.com,1,,guardentry.ai,,,
zerocode.sbs,unlabeled,unidentified,cdn_fronted,new_2026,ONLINE,2026,Y,zerocode.sbs,1,,,,,
zetaapi.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,zetaapi.ai,1,,,,,stability
zhangyuapi.com,one-api-family,relay,cdn_fronted,new_2026,CLOUDFLARE_OR_BLOCKED,2026,Y,zhangyuapi.com,1,,,,,
zhansi.top,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,zhansi.top,1,,,,,
zhengshuyun.net,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,zhengshuyun.net,1,,,,,
zhinengfugu.cn,one-api-family,relay,direct_origin,growing_2025,https_alive,2025,Y,zhinengfugu.cn,1,,,,,
zhtec.xyz,one-api-family,relay,cdn_fronted,established,https_alive,2023,Y,zhtec.xyz,1,,,,,
zhumengwangluo.top,openai-compatible-unknown,unidentified,cdn_fronted,established,https_alive,2024,Y,zhumengwangluo.top,1,,,,,
zivv.pro,unlabeled,unidentified,cdn_fronted,new_2026,ONLINE,2026,Y,zivv.pro,1,,,,,no_log|privacy_first|no_dilution|stability
ziyeapi.com,one-api-family,relay,cdn_fronted,new_2026,unknown,2026,,ziyeapi.com,1,,,alipay|stripe,,stability
zjt66.top,one-api-family,relay,direct_origin,established,https_alive,2022,Y,zjt66.top,1,,,,,
zlapi.pro,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,zlapi.pro,2,,,,,
zlapi.vip,one-api-family,relay,cdn_fronted,new_2026,ONLINE,2026,Y,zlapi.pro,2,,,,,
zxai.work,one-api-family,relay,cdn_fronted,new_2026,ONLINE,2026,,zxai.work,1,,,,,
zxiaoruan.cn,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,zxiaoruan.cn,1,,,,,
zzhfwl.com,one-api-family,relay,direct_origin,established,https_alive,2016,Y,kingflow.ai,3,Y,ybtech.cc,alipay|usdt_crypto,,no_dilution|stability
zzshu.cc,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,zzshu.cc,1,,,,,
